adult,backdrop_path,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,production_companies_name,production_companies_country
False,/oJ7Srdr0M1QYrbFSStgFIE7vrV6.jpg,0,['Documentary'],https://mk2films.com/en/film/birds-of-america/,816357,tt14686256,fr,Birds of America,"In the first half of the 19th century, the French ornithologist Jean-Jacques Audubon travelled to America to depict birdlife along the Mississippi River. Audubon was also a gifted painter. His life’s work in the form of the classic book ‘Birds of America’ is an invaluable documentation of both extinct species and an entire world of imagination. During the same period, early industrialisation and the expulsion of indigenous peoples was in full swing. The gorgeous film traces Audubon’s path around the South today. The displaced people’s descendants welcome us and retell history, while the deserted vistas of heavy industry stretch across the horizon. The magnificent, broad images in Jacques Loeuille’s atmospheric, modern adventure reminds us at the same time how little - and yet how much - is left of the nature that Audubon travelled around in. His paintings of the colourful birdlife of the South still belong to the most beautiful things you can imagine.",0.793,/f72SeQ2NYOJP0QdIrwY7thwfJaw.jpg,['FR'],2022-05-25,0,80,['fr'],Released,,Birds of America,False,7.6,4,"['MK2 Films', 'ARTE France Cinéma', 'Météores Films']","['FR', 'FR', '']"
False,/f6881qOx5cMCzfh8QUU7udTVRsm.jpg,0,['Documentary'],,816236,tt14451878,fr,"Gluten, l'ennemi public ?",,0.6,/qnNBsG6x5mVpISV3wgWeXec8RWQ.jpg,['FR'],2020-06-24,0,79,['fr'],Released,,"Gluten, l'ennemi public ?",False,8.0,1,"['TAG Films', 'Graffiti Doc', 'Iota Production', 'ARTE GEIE']","['FR', 'IT', 'BE', '']"
False,,0,['Documentary'],https://www.nourfilms.com/cinema-independant/au-coeur-du-bois/,812300,tt11018044,fr,Au cœur du bois,"Sexual subcultures and the outsiders of society welcome us in the Boulogne forest west of Paris, where anyone can live out their inner fantasies.",0.6,/A8kmAt8N0LauagEBHqxgrvEHQjb.jpg,['FR'],2021-04-22,0,80,['fr'],Released,,Ladies of the Wood,False,6.7,3,['Daisy Day Films'],['']
False,,0,['Drama'],,812076,tt11240798,fr,Lavande,Sara is spending her summer at Denis and Annie's small lavender production. The couple lives with their nephew Victor who is immersed in a deep mutism. Lavender tells the encounter of these 2 teenagers completely poles apart but that a family secret will soon unite.,0.833,/yDotwcQ4REvJvjHtR82D4mRiYew.jpg,['FR'],2020-01-04,0,13,['fr'],Released,,Lavande,False,8.0,1,['Milléas Production'],['']
False,/ur0LjmKqoiCgHxbQ3ZP4x06nmAA.jpg,35000000,"['Drama', 'Thriller']",http://notredameonfire.org/en,811596,tt12264966,fr,Notre-Dame brûle,A film relating from the inside the Notre-Dame de Paris fire of April 2019.,31.259,/kXj3FqzQABWsElUuT9y3WhfGPdT.jpg,['FR'],2022-03-16,0,110,['fr'],Released,,Notre-Dame on Fire,False,6.6,175,"['Pathé', 'TF1 Films Production', 'Gaumont']","['FR', 'FR', 'FR']"
False,/1s8Catsbd9n6KrfxQagF3a3jh5I.jpg,5800000,"['Romance', 'Drama']",,811211,tt13462472,fr,Les Jeunes Amants,"Elegant, retired architect Shauna (70) crosses paths with Pierre, a happily married doctor in his 40s, who first made an impression on her in a brief meeting 15 years previously. Both are quite troubled to meet again and begin an affair. While Pierre’s family life is soon turned upside down, Shauna struggles with feelings she thought belonged to the past.",8.78,/tE0vxFfdhO4d67uYpaesVHZrajs.jpg,"['BE', 'FR']",2022-02-02,2440653,112,['fr'],Released,,The Young Lovers,False,6.86,57,"['Artémis Productions', 'Agat Films & Cie / Ex Nihilo', 'Karé Productions']","['BE', 'FR', 'FR']"
False,,0,['Horror'],,811134,tt7745006,fr,Calls,Lucie is in NYC. Her boyfriend Tom is in Paris. We found their phone calls a couple of hours before the disaster.,0.723,/2LumZ2airqqQ26bcifqQ2BKgrlj.jpg,[],2016-12-12,0,10,"['en', 'fr']",Released,,Calls,False,9.3,3,[],[]
False,/yLlT3oxcVEPHVtA22FyoJBABtWk.jpg,0,['Drama'],,810677,tt14429000,fr,Une femme du monde,"Marie, an independent sex worker and activist, dreams of a bright future for her son. She decides to enroll him in one of the best cooking schools in France.",3.664,/kTCmev4EidCPNxQsGApRpW2zYpx.jpg,['FR'],2021-12-08,0,95,"['fr', 'en']",Released,,Her Way,False,6.952,52,"['Domino Films', 'Tandem']","['FR', 'FR']"
False,/wwCZ8pnJDCBm2Cp0RE37GdwmhKJ.jpg,4500000,"['Science Fiction', 'Comedy', 'Adventure']",,810389,tt9155512,fr,Le Visiteur du futur,"In a devastated future, the apocalypse threatens the Earth. The last hope lies with a man capable of time travel. His mission: to return to the past and change the course of events. But the time police hunts him down in every era. A race against time begins for the Visitor from the Future...",21.099,/9QC0VxDQ3HHsSdjDM61xp1ZtW6p.jpg,['FR'],2022-09-07,1946816,102,['fr'],Released,Here's what's going to happen...,The Visitor from the Future,False,6.431,131,"['Pyramide Productions', 'KMBO', 'France 2 Cinéma', 'OCS', 'Ciné+', 'CNC', 'SCOPE Pictures', 'Elle Driver']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'BE', 'FR']"
False,/jXHtP5EvdbnCtQGFWaBzXQ4NDqC.jpg,0,"['Documentary', 'History', 'TV Movie']",https://distribution.arte.tv/fiche/CATALOGUE_GOERING__LE_,810194,tt14338870,fr,Une collection d'art et de sang : le Catalogue Goering,"For more than a decade, Reichsmarschall Hermann Göring, Adolf Hitler's right-hand man during the infamous Third Reich, assembled a collection of thousands of works of art that were meticulously catalogued. Why did he steal entire collections, mainly those belonging to Jewish families, ultimately victims of the Shoah? Was it to satisfy his aesthetic ambitions and his insatiable personal greed or was he acting in the common interest of the Nazi rulers?",0.819,/3qsCdAkxUcwPe3iQPUe1SsimRxj.jpg,"['BE', 'FR', 'DE']",2021-03-14,0,90,"['nl', 'en', 'fr', 'de']",Released,,Goering's Catalogue,False,8.3,4,"['Flair Productions', 'Kaos Films', 'Schuch Productions', 'RTBF', 'Planète+', 'ARTE GEIE']","['FR', 'BE', 'FR', 'BE', 'FR', '']"
False,,0,"['TV Movie', 'Family', 'Drama']",,809827,tt0285447,fr,La beauté sur la terre,"Coming to live with her uncle in the canton of Vaud after the death of her father, a pretty 17-year-old woman of mixed race turns men's heads.",0.6,/lPyyGLMj2mCbVrlj00x9mxZKDxe.jpg,[],2001-06-02,0,88,['fr'],Released,,La beauté sur la terre,False,8.0,1,[],[]
False,,0,"['Comedy', 'Drama', 'TV Movie']",,809754,tt0260004,fr,Entre l'arbre et l'écorce,A young Parisian in quarrel with his father goes to join his uncle who runs a sawmill in the provinces.,0.84,/5mKf4xo8qLNBj4YWnMnSr0u4wE8.jpg,['FR'],2000-09-09,0,88,['fr'],Released,,Entre l'arbre et l'écorce,False,8.0,1,"['Anabase Production', 'France 3']","['', 'FR']"
False,/pbeMb248y4ZjhP65Go1ygrqDvHY.jpg,0,"['Comedy', 'Romance']",,809733,tt14371818,fr,On est fait pour s'entendre,"Antoine, a history teacher in his early 50s, learns that he has become very hard of hearing. Unable to own up to his handicap, he resigns himself to living in his bubble, even though his entourage finds his behavior increasingly odd. His encounter with Claire, widow and mother of a young girl who has stopped speaking, will lead him to open up to the world. ",4.551,/dotqI3ZBAyEe00iUiSO0H3rp9jG.jpg,['FR'],2021-11-17,0,93,['fr'],Released,,Hear Me Out,False,6.56,68,"['Jerico Films', 'Père & Films']","['FR', 'FR']"
False,/qMhlWlDrn4MYIjni2sGjC6HwaDq.jpg,0,['Documentary'],,808698,tt14306964,fr,"Je ne suis pas une salope, je suis une journaliste","More than twenty sports journalists – working mainly on television (BeIN Sports, RMC Sport, France Télévisions, Canal+, TF1) but not only (L'Équipe, Radio France) – testify to the anger, despondency and helplessness they felt when they had to endure the “Yucky jokes”, the « culture de boy’s club » and degrading insults on social networks, while at the same time the presence of women in these programs and in the press has increased. Without forgetting the misogynistic comments, the heaps of small sentences on the physique or the competence, the sexual innuendos… until the moral or sexual harassment.",1.463,/wvlIQWkXYS64hI6bxG1IJdii2pj.jpg,['FR'],2021-03-21,0,76,['fr'],Released,The punchy documentary by Marie Portolano,"I’m Not a Slut, I’m a Journalist",False,7.6,5,['Canal+'],['FR']
False,/A9FEeZRURvhSvK3xJsWbqIPyKrj.jpg,0,"['Music', 'Drama']",,807867,tt15010786,fr,Suprêmes,"Biopic about French cult hip-hop duet Supreme NTM. A story of Paris suburbs, protests, police brutality that shaped the music of JoeyStarr and Kool Shen.",6.779,/pPiFVwLaZ3VNvbpQnr0z0Qieze3.jpg,['FR'],2021-11-24,0,112,['fr'],Released,,Authentik,False,6.539,102,['Nord-Ouest Films'],['FR']
False,/2gt54po2jAcLfvotRfUBUOxUdzS.jpg,2500000,"['Drama', 'TV Movie']",,807333,tt14439488,fr,Le bruit des trousseaux,"Alexis Pasquier, a young French teacher, begins his first day of classes at the Nancy prison. There he meets Léa, a young woman with whom he falls madly in love. Two worlds open up to him: true love and the prison environment. He will never be the same anymore.",0.84,/y7Vtr7HoTCKitNBeKUt1dYbYr5d.jpg,['FR'],2021-11-08,0,90,['fr'],Released,,Le bruit des trousseaux,False,7.0,2,"['De Caelis Production', 'Kien Productions']","['', '']"
False,,0,['Documentary'],,807223,tt5807488,fr,Re-naissances,"A documentary film depicting five intimate portraits of migrants who fled their country of origin to seek refuge in France and find a space of freedom where they can fully experience their sexuality and their sexual identity: Giovanna, woman transgender of Colombian origin, Roman, Russian transgender man, Cate, Ugandan lesbian mother, Yi Chen, young Chinese gay man…",1.83,/dC3y4IJW0yClaKBaMqXxVQ6nOXr.jpg,['FR'],2021-03-16,0,82,"['en', 'fr', 'ru']",Released,,Re-Births,False,7.4,50,[],[]
False,/61bIyX4wA7KyXWGHN9DNSBduR6i.jpg,0,['Drama'],,807070,tt14821150,fr,Vortex,"Lui, a struggling author with a heart condition, and his wife Elle, a retired psychiatrist, find their idyllic life shattered when Elle begins to succumb to the effects of dementia.",11.999,/oQPHMJ0UoBvOdbBV2cXOrSRzVbo.jpg,"['BE', 'FR']",2022-01-27,222230,142,['fr'],Released,Life is a short party that will soon be forgotten.,Vortex,False,7.185,142,"['Wild Bunch', 'Rectangle Productions', 'Les Cinémas de la Zone', 'KNM', 'Artémis Productions', 'Srab Films', 'Les Films Velvet', 'Kallouche Cinéma', 'Shelter Prod']","['FR', 'FR', 'FR', 'FR', 'BE', 'FR', 'FR', 'FR', 'BE']"
False,/cnceb9MIfucAc1xPPyrFriKoe7A.jpg,0,"['Animation', 'History', 'Drama', 'TV Movie']",,806826,tt14277290,fr,Les Damnés de la Commune,,1.452,/g6bQeyzpkgEAmJREteTUmgHcmqW.jpg,['FR'],2021-03-16,0,87,['fr'],Released,,Les Damnés de la Commune,False,7.0,6,"['Cinétévé', 'ARTE', 'TV5 Monde', 'Histoire TV']","['FR', 'FR', 'FR', 'FR']"
False,/xYaUYxwquZFtkV4IcA4hkydhDtg.jpg,0,['Documentary'],,806724,tt15005648,fr,La parfaite victime,"After investigating the Gilbert Rozon affair together in October 2017 in the wake of the #MeToo movement, journalists Émilie Perreault and Monic Néron are teaming up to sign this hotly current documentary that examines the failures of the justice system in matters of sexual assault.",0.999,/ocXNvyUOywDBfcQpIkilRtYEeQx.jpg,['CA'],2021-06-30,0,88,['fr'],Released,,The Perfect Victim,False,7.0,1,"['Cinémaginaire', 'Les Films Séville']","['CA', '']"
False,/9tGElQR9nhodjYOZh2Chk7n8TSL.jpg,0,['Animation'],https://www.nfb.ca/film/bad-seeds/,805238,tt14837856,fr,Mauvaises herbes,"Bad Seeds takes us to a bizarre world populated by carnivorous plants that can change shapes the way a chameleon changes colours. The veteran director of deftly connects growth with rivalry and evolution with competition, crafting an increasingly shocking duel that’s peppered with allusions to the western, the Cold War, board games, and much more.",0.6,/ilYw5IfybXGyzlIkKJSOewLZCby.jpg,['CA'],2020-12-03,0,6,['xx'],Released,,Bad Seeds,False,7.0,1,"['ONF | NFB', 'Unité Centrale']","['CA', 'CA']"
False,/hljIQsruB50hfBLWiZv7hZkT9s.jpg,0,['Documentary'],,804562,tt3179556,fr,Eia pour Césaire,"Shortly after his death in 2008, Maldoror made this film about her longtime friend and collaborator, the Négritude poet Aimé Césaire. In this film, she retraces the steps of Césaire’s travels across the globe — particularly back to his hometown in Martinique, where Maldoror interviews his relatives about his life — and her working relationship with Césaire, including fragments of her previous films about him, Un homme, une terre (1976) and Le masque des mots (1987).",0.6,/ysCpF5FYU9ZEfcf0Dvv3nzZ67xk.jpg,['FR'],2009-11-19,0,52,['fr'],Released,,Eia pour Césaire,False,10.0,1,"['Ina', 'CNC']","['FR', 'FR']"
False,/jHiHFWlfaBDAsPIjtDRhoW8GTqn.jpg,0,['Documentary'],,804302,tt14318024,fr,"Platini, le dernier romantique","Documentary about Michel Platini, famous french soccer player, considered as a genius all around the world.",0.642,/mbyBeTjUBAHLBArY17TFPtAuPvy.jpg,['FR'],2021-03-07,0,112,['fr'],Released,,"Platini, le dernier romantique",False,6.75,8,['Canal+'],['FR']
False,/u5SG89VSuFwS7QOTyL5vMZeC4wJ.jpg,0,['Documentary'],,803897,tt14104764,fr,Les Prières de Delphine,"This film is the portrait of Delphine, a young Cameroonian girl who, after the death of her mother and the abandonment of her father’s parental responsibilities, was raped at the age of 13. She sinks into prostitution to support herself and her daughter. She ends up marrying a Belgian man who is three times her age, hoping to find a better life in Europe for her and her daughter. Seven years later, the European dream has faded and her situation has only gotten worse.Delphine, like others, is part of this generation of young African women crushed by our patriarchal societies and left with this Western sexual colonization as the only means of survival. Through her courage and strength, Delphine exposes these patterns of domination that continue to lock up African women.",0.6,/lTIMpNGDEiWQVsbRqetb2BPXset.jpg,"['BE', 'CM']",2021-06-23,0,90,"['en', 'fr']",Released,,Delphine’s Prayers,False,10.0,1,['Tândor Productions'],['BE']
False,/33UGFiijBDX18NHecj5xz5GkkHt.jpg,0,['Drama'],https://www.wildbunch.biz/movie/other-peoples-children/,803694,tt15403712,fr,Les Enfants des autres,"Rachel loves her life, her students, her friends, her ex, her guitar lessons. When she falls in love with Ali, she grows close to his 4-year-old daughter, Leila. She tucks her in, looks after her, and loves her like a mother... which she isn’t. Not yet. Rachel is 40. The desire for a family of her own is growing stronger, and the clock is ticking. Is it too late?",10.24,/4vsQ4894pzd7nbvP5FoSOHaS1mI.jpg,['FR'],2022-09-21,0,104,['fr'],Released,,Other People's Children,False,6.827,113,"['Les Films Velvet', 'France 3 Cinéma']","['FR', 'FR']"
False,,0,['Documentary'],,803687,tt11900790,fr,Une Histoire à Soi,"Filmmaker and activist Amandine Gay was listed under ‘X’ as a child in France, abandoned by her mother to grow up in a white family. ‘A Story of One’s Own’ pass the mic to five people who, like herself, carry in themselves the experience of being adopted. Separated not only from their unknown biological parents and countries of birth but also from the story about themselves.",0.957,/ehUkzKTbI0qv7xz4n0MgWKIo1rP.jpg,['FR'],2021-06-23,0,100,['fr'],Released,,A Story of One's Own,False,7.2,3,[],[]
False,/yN0wgCQ1kSg3sQFNsh0N0fXTIsA.jpg,0,"['Documentary', 'TV Movie']",http://www.unfilmalapatte.fr/en/movies.asp?id=125&t=the-world-according-to-modi-the-new-strength-of-india,803196,tt14206146,fr,Le Monde selon Modi : la nouvelle puissance indienne,"India, the world's largest democracy, has never been a more overtly nationalistic country than since the election of Prime Minister Narendra Modi in 2014.",0.6,/vXyX8ZWPgYSIWwdNPAzy0EpCqoG.jpg,"['FR', 'DE']",2021-03-09,0,79,"['en', 'fr', 'hi']",Released,,The World According to Modi,False,9.0,2,"['Un Film à la Patte', 'ARTE GEIE']","['FR', '']"
False,,0,"['Drama', 'TV Movie']",,802111,tt0359740,fr,Ne meurs pas,,0.705,/1jD2gnrPguy5ZB22GwoJTgsplil.jpg,['FR'],2003-11-05,0,0,['fr'],Released,,Ne meurs pas,False,8.0,1,"['France 2', 'JLA Productions']","['FR', 'FR']"
False,,0,[],,801453,tt0189257,fr,Des souris et des hommes,,1.12,/y5peq6rzK4mOQTdLQ1nadb1WpGp.jpg,[],1971-01-01,0,0,[],Released,,Des souris et des hommes,False,8.0,1,[],[]
False,/xR2QdfRyIi0txCI20Nr9ZBwHkd0.jpg,0,"['Documentary', 'History']",https://www.ideale-audience.com/en/catalogue/documentaries/the-nansen-passport,801110,tt14182486,fr,Nansen : un passeport pour les apatrides,"On July 5th, 1922, Norwegian explorer, scientist and diplomat Fridtjof Nansen creates a passport with which, between 1922 and 1945, he managed to protect the fundamental human rights as citizens of the world of thousands of people, famous and anonymous, who became stateless due to the tragic events that devastated Europe in the first quarter of the 20th century.",0.6,/ASEmmDeosAwgnMZ7wWqCkyPvGR.jpg,['FR'],2016-06-21,0,56,['fr'],Released,,The Nansen Passport,False,8.0,1,"['Idéale Audience', 'Maha Productions', 'ARTE', 'Planète+']","['FR', 'FR', 'FR', 'FR']"
False,/eEqZkzIbozq2Mu6aQerUnCZlGcY.jpg,0,['Music'],,800903,tt13937370,fr,25e Anniversaire : Disney Illuminations,"For this magical pre-recorded viewing of the Disneyland® Paris classic, “Disney Illuminations"" you’re front and center for the amazing special effects and fireworks at Sleeping Beauty Castle. Prepare to hold your breath and “ahhhh” as the show recreates iconic Disney moments in ways you never thought possible!",1.256,/1T1mUQK8tSaIZwOkT7Fmh3dBdWX.jpg,['FR'],2017-03-25,0,19,"['en', 'fr']",Released,,Disney Illuminations Firework Show Disneyland Paris,False,7.0,1,['Disneyland Paris'],['FR']
False,,0,"['Documentary', 'History', 'Mystery']",,800530,tt12163998,fr,Révélations sur les manuscrits de la mer Morte,,1.4,/fuy8PoN9yZH1F9F5Ce7JSHTDsig.jpg,[],2019-01-01,0,0,[],Released,,Révélations sur les manuscrits de la mer Morte,True,7.0,2,[],[]
False,/fX4R4efx0PpIUnx8ldWOCr1tzwl.jpg,0,['Documentary'],,800372,tt14134178,fr,"Gainsbourg, toute une vie","Serge Gainsbourg died on March 2, 1991, at the age of 62. If the general public has remained on his television appearances of the 80s, the fact remains that Gainsbourg had several careers before these last years. With Gainsbourg stripped of his masks, this is the theme of this self-portrait documentary: ""In the end, I was left with the watermark of this shy and secretive child who implies candor, innocence, insubordination and savagery"". Each sequence of this modest and passionate portrait reveals a secret, intimate, funny and touching Gainsbourg, at a good distance from Gainsbarre, his last public face.",0.6,/kyOYQN5tM5BRPvcGnlFWV12RF4Q.jpg,['FR'],2021-02-20,0,110,['fr'],Released,,"Gainsbourg, toute une vie",False,9.0,3,['Siècle Productions'],['FR']
False,,0,['Documentary'],,800141,tt14225310,fr,Kindertotenlieder,"Based on television news footage, a look-back at the 2005 riots in France, which erupted following the death of two teenagers being chased by the police.",0.6,/ogghaJv9sQ7v3wF2kUkuDdUygTC.jpg,['FR'],2021-03-13,0,27,['fr'],Released,,Kindertotenlieder,False,9.0,1,['Petit Film'],['FR']
False,,0,[],,800114,tt13023500,fr,Martin est tombé d’un toit,"While working on a construction site, Martin falls from a roof. His right leg and arm in a cast, Martin can not work anymore but his boss refuses to compensate him after the incident. His pregnant wife, Jeanne, decides to solve this situation in her own way.",0.644,/i207GtlPctezB72pqQKoOKNn3DE.jpg,[],2020-08-04,0,15,['fr'],Released,,Martin Fell From a Roof,False,9.0,1,[],[]
False,/1UaYzG3N77JlI9eWG0bFMcvGgWb.jpg,0,['Documentary'],,800050,tt14128396,fr,Nous paysans,"In barely a century, French peasants have seen their world profoundly turned upside down. While they once made up the vast majority of the country, today they are only a tiny minority and are faced with an immense challenge: to continue to feed France. From the figure of the simple tenant farmer described by Emile Guillaumin at the beginning of the 20th century to the heavy toll paid by peasants during the Great War, from the beginnings of mechanization in the inter-war period to the ambivalent figure of the peasant under the Occupation, From the unbridled race to industrialization in post-war France to the realization that it is now necessary to rethink the agricultural model and invent the agriculture of tomorrow, the film looks back at the long march of French peasants.",0.983,/kRGmgc4qKEVIGcBB0XxtLaB9JVG.jpg,['FR'],2021-02-23,0,90,['fr'],Released,,Nous paysans,False,7.875,4,['France 2'],['FR']
False,/tjUnYTdu5zgY4xJxyhFph5r8RQl.jpg,0,['Documentary'],,798650,tt17080444,fr,Confinés dehors,"Spring 2020, a global pandemic hits humanity. In an empty and silent Paris, there remain “urban ghosts”, Sarah, Nelson, and Katia, who have no other choice but to be locked out, asking the question: how do you continue to survive in a world at a standstill?",0.937,/yiKHAC2r2JtaHci9Wjznl1MI0Rj.jpg,['FR'],2021-01-18,0,24,['fr'],Released,,Locked Out,False,6.2,2,['Mon Ballon Productions'],['FR']
False,/nh62Ge5ddBSBzKJ6szEyuYmt99n.jpg,0,['Documentary'],,798143,tt5652594,fr,Voyage à travers le cinéma français,Famous French director Tavernier tells us about his fantastic voyage through the cinema of his country.,1.96,/aVY9UwGHUUg07G7kWKyFeHm2Bjb.jpg,['FR'],2016-10-12,0,201,['fr'],Released,,My Journey Through French Cinema,False,7.6,9,"['Little Bear', 'Gaumont', 'Pathé']","['FR', 'FR', 'FR']"
False,/wNj74ZcLKuCERFJ2hGXFy478uVg.jpg,600000,['Drama'],https://cassyfilmdenoelmitrani.blogspot.com/,797906,tt9163364,fr,Cassy,"Cassy, 9, is obsessed, silent, angry. Recently, she lost her mother to a mysterious accident. Her turmoil clashes with that of her father, a violent man who treats women like objects. While the little girl rediscovers a kind of happiness thanks to a kind vocal instructor, the father’s behaviour grows increasingly erratic. Childhood and grieving confront some hot-button issues when sexual harassment, violence and homophobia enter the scene. Natacha Mitrani, the director’s daughter, is heartbreaking in the challenging role of Cassy.",0.756,/vQvPhBH3jwibIVLVyoWgbs3ZxfI.jpg,['CA'],2019-05-01,0,103,['fr'],Released,You can't leave me alone with him!,Cassy,False,8.0,2,['Verorev Films'],['']
False,/dzBpHanMO2Bn8rlWcHBURLxAD7u.jpg,0,"['Music', 'Documentary']",https://diesel-lefilm.com/,797879,tt11709974,fr,DIESEL,Diesel is a road-movie documentary on Punk Rock music,1.96,/1VEVhpBY6ymwYVByh9F0w7fKHQP.jpg,['FR'],2018-03-01,0,95,"['en', 'fr']",Released,Success is a side-effect,DIESEL,False,10.0,1,['Citron Bien Cinema'],['']
False,/vpB9TqdSk46F6fE2xVAGVzSVq9w.jpg,0,"['Drama', 'TV Movie']",,797812,tt0225494,fr,Le dernier fils,"Henri Haas is the owner and the manager of a glasses factory in the Jura mountains.His son Louis is not interested in the management of the this factory.So Henri Haas has made interviews with some young economists.Among them Paul Touré, a French man born in Mali who tells Henri that he wants to a make a practice in the United States.Later Henri called the notary of Paul Touré and asked him to cut Paul's incomes.So Paul accepts the job and arrives at Morez.Immediately Henri convokes his employees and tell them that from tomorrow Paul Touré will manage the factory.",0.84,/8Gpc9Ui2L4n4IoKUW9BOV31wwfS.jpg,['FR'],1998-02-03,0,90,['fr'],Released,,Le dernier fils,False,8.0,1,"['France 3', 'Anabase Production']","['FR', '']"
False,,0,"['Comedy', 'Drama', 'TV Movie']",,797523,tt0205059,fr,Les femmes et les enfants d'abord,"Rose was a brilliant student of Fine Arts. Then, she gave up everything for a ""beautiful marriage"". Now in her thirties, she is experiencing more and more difficulties in her life, which is both materially overprotected and difficult with her three children and an increasingly absent husband. She breaks down, cracks up and tries to imagine how she could broach the subject with her husband before it's too late. To her great amazement, it was Didier who, one evening before going to visit friends, announced that he was leaving and that he had already rented a small studio. After the shock, Rose goes to her father, an old Spanish anarchist, who gives her back the taste for values she thought she had lost.",1.96,/5P0twMowofDw5iLsBjap2hB7L75.jpg,['FR'],1994-12-14,0,130,['fr'],Released,,Les femmes et les enfants d'abord,False,8.0,1,"['Osby Films', 'France 2']","['', 'FR']"
False,/yBGURHvn13qbzm4RiVLnJPWhA3H.jpg,0,"['History', 'Documentary']",,796981,tt14430538,fr,La véritable histoire de D'Artagnan,,1.345,/q78lQA2WuYEyMaHnjw1EkcGKnAe.jpg,['FR'],2020-06-16,0,91,['fr'],Released,,La véritable histoire de D'Artagnan,False,7.5,3,"['Gedeon Programmes', 'ARTE']","['FR', 'FR']"
False,/8hLCgatUTeBQ3MOBqmFcF5JiYar.jpg,0,"['Comedy', 'TV Movie']",,796648,tt14082142,fr,La Doc et le Véto,,2.286,/lSvqrpaHIkPv1aKtuLMhDSFa40R.jpg,['FR'],2021-02-11,0,91,['fr'],Released,,La Doc et le Véto,False,6.2,5,"['17 Juin Fiction', 'France Télévisions']","['', 'FR']"
False,/mDyCYss9RiCCZi1ySQ0RPTTuX1F.jpg,0,"['Documentary', 'History']",,796582,tt14153378,fr,"Paris romantique, Paris érotique","The image of Paris as the capital of love seems to be obvious today. However, it is only in the 19th century, with its ""haussmannisation"", that it acquired this title. How did this reputation impose itself on the whole world? From the grand boulevards to the banks of the Seine, through the darkness of the porte cochères, the documentary ""Romantic Paris, Erotic Paris"" looks back at the making of this myth and revisits, through emblematic characters and tasty archives, a century of cultural and social history. From the boudoirs of the great courtesans of the Second Empire to free love in the post-war Saint-Germain-des-Prés, through the interloper nights in the cabarets of the Occupation, a look back at a part of the history of the capital.",0.6,/gXn0CUTfTDnlHAu3HezGozMPftT.jpg,['FR'],2020-10-20,0,95,[],Released,,"Paris romantique, Paris érotique",False,8.0,1,"['Program 33', 'France Télévisions']","['FR', 'FR']"
False,/30SY0FgOcgtvmhvgrnA5EEVhqPz.jpg,0,['Documentary'],,796453,tt13886356,fr,Cinquante nuances de requins,,0.6,/xvpKJi87cKeZQWmxIxoVAksVNBg.jpg,['FR'],2021-01-21,0,0,['fr'],Released,,Cinquante nuances de requins,False,6.5,2,"['ARTE', 'Le Cinquième Rêve']","['FR', '']"
False,/pcZuGnZm4tSn9slGrsveEvFeM3N.jpg,27500000,"['Adventure', 'History', 'Drama']",https://www.pathefilms.com/film/lestroismousquetaires-dartagnan,796185,tt12672536,fr,Les Trois Mousquetaires: D'Artagnan,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",41.096,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,"['BE', 'FR', 'DE', 'ES']",2023-04-05,0,121,"['fr', 'en', 'es', 'it']",Released,,The Three Musketeers: D'Artagnan,False,7.411,304,"['Pathé', 'Chapter 2', 'M6 Films', 'DeAPlaneta', 'Constantin Film', 'ZDF', 'uMedia']","['FR', 'FR', 'FR', 'ES', 'DE', 'DE', 'BE']"
False,,0,['Documentary'],,795906,tt14132170,fr,Garderie nocturne,"In a working class neighborhood of Bobo-Dioulasso, every evening, Madame Coda welcomes the children of prostitutes into her home. The young women then wander through the ""Black"", a very lively alleyway in the city center, until dawn when they come to pick up their children. But Mrs. Coda, who is over 80 years old, is getting tired.",1.4,/45MO3M9U1frJhbGyRQBdsM2jxnd.jpg,"['BF', 'FR', 'DE']",2021-06-01,0,67,[],Released,,Night Nursery,False,8.5,1,[],[]
False,/fG5grou9BpjPKwABGA3FY4aYlY3.jpg,0,['Documentary'],,795897,tt14131780,fr,À pas aveugles,"A handful of prisoners in WWII camps risked their lives to take clandestine photographs and document the hell the Nazis were hiding from the world. In the vestiges of the camps, director Christophe Cognet retraces the footsteps of these courageous men and women in a quest to unearth the circumstances and the stories behind their photographs, composing as such an archeology of images as acts of defiance.",1.4,/koWZKeQv1Rj1VTZaKaF6M7b51Xt.jpg,['FR'],2023-03-15,0,110,"['de', 'fr', 'pl']",Released,The Stories Behind Clandestine Prisoner Photography from the Nazi Death Camps,From Where They Stood,False,8.5,2,['l’atelier documentaire'],['FR']
